Naam,Pesar,Dokhtar,Rate
نكوزاد,,1.0,معمولي
نكويار,,1.0,معمولي
نكهت,,1.0,بسيار نادر
نكيسا,1.0,1.0,معمولي
نگار,,1.0,پركاربرد
نگارا,,1.0,معمولي
نگاربسته,,1.0,بسيار نادر
نگارشيد,,1.0,بسيار نادر
نگاره,,1.0,معمولي
نگارين,,1.0,معمولي
نگاه,,1.0,معمولي
نگين,,1.0,پركاربرد
نگينا,,1.0,معمولي
نگينه,,1.0,معمولي
نمايان,1.0,,بسيار نادر
نوا,1.0,1.0,معمولي
نواآفرين,,1.0,بسيار نادر
نواب,1.0,,معمولي
نوازش,,1.0,بسيار نادر
نوال,,1.0,بسيار نادر
نوباوه,,1.0,معمولي
نوبخت,1.0,,معمولي
نوبر,,1.0,معمولي
نوبهار,1.0,1.0,معمولي
نوتاش,1.0,,بسيار نادر
نوتريكا,1.0,,بسيار نادر
نوح,1.0,,معمولي
نوذر,1.0,,معمولي
نور,,1.0,معمولي
نورا,,1.0,معمولي
نورافشان,,1.0,بسيار نادر
نورالدين,1.0,,معمولي
نورالله,1.0,,معمولي
نوران,,1.0,بسيار نادر
نوراهان,1.0,,بسيار نادر
نورآفرين,,1.0,بسيار نادر
نورسته,,1.0,بسيار نادر
نوروز,1.0,,معمولي
نورهان,1.0,,بسيار نادر
نوري,1.0,1.0,بسيار نادر
نورين,,1.0,معمولي
نوريه,,1.0,بسيار نادر
نوژان,,1.0,معمولي
نوش,1.0,,بسيار نادر
نوش آذر,1.0,,بسيار نادر
نوش آفريد,,1.0,بسيار نادر
نوش آگين,,1.0,بسيار نادر
نوش لب,,1.0,بسيار نادر
نوشا,,1.0,معمولي
نوشاب,1.0,,بسيار نادر
نوشابه,,1.0,بسيار نادر
نوشاد,,1.0,معمولي
نوشان,,1.0,بسيار نادر
نوشزاد,1.0,1.0,بسيار نادر
نوشناز,,1.0,بسيار نادر
نوشه,,1.0,معمولي
نوشي,1.0,,معمولي
نوشيار,1.0,,بسيار نادر
نوشيد,,1.0,معمولي
نوشيروان,1.0,,بسيار نادر
نوشين,,1.0,بسيار نادر
نوشين لب,,1.0,بسيار نادر
نوشينه,,1.0,معمولي
نوگل,,1.0,معمولي
نونا,,1.0,معمولي
نونهال,,1.0,بسيار نادر
نويان,1.0,,بسيار نادر
نويد,1.0,,معمولي
نوين,1.0,,معمولي
نهاد,1.0,,بسيار نادر
نهال,,1.0,معمولي
نهام,1.0,,بسيار نادر
نهضت,,1.0,بسيار نادر
نياتور,1.0,,بسيار نادر
نياز,,1.0,بسيار نادر
نياسا,1.0,1.0,معمولي
نياسان,1.0,,بسيار نادر
نياطوس,1.0,,بسيار نادر
نياك,1.0,,بسيار نادر
نيالا,,1.0,بسيار نادر
نيان,,1.0,بسيار نادر
نياوش,1.0,,بسيار نادر
نياوند,1.0,,بسيار نادر
نيايش,,1.0,پركاربرد
نيتا,,1.0,معمولي
نير,,1.0,بسيار نادر
نيرمان,1.0,1.0,بسيار نادر
نيروانا,,1.0,بسيار نادر
نيره,,1.0,معمولي
نيسا,,1.0,بسيار نادر
نيسان,1.0,,بسيار نادر
نيشا,,1.0,معمولي
نيشام,1.0,1.0,بسيار نادر
نيك,1.0,,معمولي
نيك اختر,,1.0,بسيار نادر
نيك آفريد,,1.0,بسيار نادر
نيك آفرين,,1.0,بسيار نادر
نيك پي,1.0,,بسيار نادر
نيك تاج,,1.0,بسيار نادر
نيك تاش,,1.0,بسيار نادر
نيك راي,1.0,,بسيار نادر
نيك رخسار,,1.0,بسيار نادر
نيك مهر,,1.0,بسيار نادر
نيكا,1.0,1.0,معمولي
نيكان,1.0,,معمولي
نيكاو,1.0,,بسيار نادر
نيكتا,,1.0,معمولي
نيكچهر,,1.0,معمولي
نيكچهره,,1.0,معمولي
نيكدخت,,1.0,بسيار نادر
نيكدل,1.0,,معمولي
نيكرخ,,1.0,بسيار نادر
نيكروز,1.0,,بسيار نادر
نيكروي,,1.0,بسيار نادر
نيكزاد,1.0,,بسيار نادر
نيكناز,,1.0,بسيار نادر
نيكنام,1.0,,معمولي
نيكو,1.0,1.0,معمولي
نيكو لقا,,1.0,بسيار نادر
نيكوكار,1.0,,بسيار نادر
نيكي,1.0,1.0,معمولي
نيلا,,1.0,معمولي
نيلاب,,1.0,بسيار نادر
نيلرام,,1.0,بسيار نادر
نيلگون,,1.0,بسيار نادر
نيلوفر,,1.0,پركاربرد
نيليا,,1.0,معمولي
نيما,1.0,,پركاربرد
نيمتاج,,1.0,معمولي
نينا,,1.0,معمولي
نيو,1.0,,بسيار نادر
نيوان,1.0,1.0,معمولي
نيواندخت,,1.0,بسيار نادر
نيوتش,1.0,,بسيار نادر
نيوتيش,1.0,,بسيار نادر
نيوزاد,1.0,,بسيار نادر
نيوزار,1.0,,بسيار نادر
نيوشا,1.0,1.0,معمولي
نيوشه,,1.0,معمولي
نيووند,,1.0,بسيار نادر
نيهاد,1.0,,بسيار نادر
وَرَهرام,1.0,,بسيار نادر
وَرد,,1.0,بسيار نادر
وَسپار,1.0,,بسيار نادر
وَسنه,1.0,,بسيار نادر
وَلخش,1.0,,بسيار نادر
وَهمنش,1.0,,بسيار نادر
وُهومن,1.0,,بسيار نادر
واپسين,,1.0,بسيار نادر
واته,1.0,,بسيار نادر
واتيار,1.0,,بسيار نادر
واج,,1.0,بسيار نادر
واجد,1.0,,بسيار نادر
واحد,1.0,,معمولي
وادا,1.0,,بسيار نادر
وادان,1.0,,بسيار نادر
وادگان,1.0,,بسيار نادر
وادي,,1.0,بسيار نادر
واديار,1.0,,بسيار نادر
واران,1.0,,بسيار نادر
وارتان,1.0,,بسيار نادر
وارتوش,,1.0,بسيار نادر
واردان,1.0,,بسيار نادر
وارسته,1.0,1.0,معمولي
وارش,1.0,,بسيار نادر
وارونا,1.0,,بسيار نادر
واژه,,1.0,معمولي
واسپور,1.0,,بسيار نادر
واسپوهر,1.0,,بسيار نادر
واصف,1.0,,معمولي
وافي,1.0,,معمولي
والا,1.0,,بسيار نادر
واله,,1.0,معمولي
والي,1.0,,بسيار نادر
واليه,,1.0,بسيار نادر
وامق,1.0,,بسيار نادر
وانان,1.0,,بسيار نادر
وانتيار,1.0,,بسيار نادر
وانوش,,1.0,بسيار نادر
وانوشه,,1.0,بسيار نادر
وانيار,,1.0,بسيار نادر
واهب,1.0,,بسيار نادر
وتار,1.0,,بسيار نادر
وثوق,1.0,,معمولي
وجاسب,1.0,,بسيار نادر
وجيه الله,1.0,,بسيار نادر
وجيهه,,1.0,بسيار نادر
وچان,,1.0,بسيار نادر
وحدانه,,1.0,معمولي
وحدت,1.0,,بسيار نادر
وحيد,1.0,,معمولي
وحيدالدين,1.0,,بسيار نادر
وحيده,,1.0,معمولي
وخش,1.0,,بسيار نادر
وخش داد,1.0,,بسيار نادر
وخشور,1.0,,بسيار نادر
ودا,,1.0,بسيار نادر
ودود,1.0,,بسيار نادر
وديع,1.0,,بسيار نادر
وراز,1.0,,بسيار نادر
ورازبنده,1.0,,بسيار نادر
ورازپيروز,1.0,,بسيار نادر
ورازتيرداد,1.0,,بسيار نادر
ورازمهر,1.0,,بسيار نادر
ورازنرسي,1.0,,بسيار نادر
ورتا,,1.0,بسيار نادر
ورتاج,,1.0,بسيار نادر
ورجا,,1.0,بسيار نادر
ورجاوند,1.0,,بسيار نادر
وردانشاه,1.0,,بسيار نادر
وردآور,,1.0,بسيار نادر
وردي,,1.0,بسيار نادر
وردين,1.0,,بسيار نادر
ورزا,1.0,,بسيار نادر
ورزاك,1.0,,بسيار نادر
ورزان,1.0,,بسيار نادر
ورزگمهر,1.0,,بسيار نادر
ورزم,1.0,,بسيار نادر
ورزميار,1.0,,بسيار نادر
ورزيار,1.0,,بسيار نادر
ورزير,1.0,,بسيار نادر
ورساز,1.0,,بسيار نادر
ورشاد,1.0,,بسيار نادر
ورشان,,1.0,بسيار نادر
ورشنگ,1.0,,بسيار نادر
ورقا,,1.0,بسيار نادر
ورگر,1.0,,بسيار نادر
ورگير,1.0,,بسيار نادر
ورونيكا,1.0,,بسيار نادر
وريا,1.0,,بسيار نادر
وريشه,,1.0,بسيار نادر
وژاسپ,1.0,,بسيار نادر
وساك,1.0,,بسيار نادر
وسپور,1.0,,بسيار نادر
وسپوهر,1.0,,بسيار نادر
وستا,1.0,1.0,بسيار نادر
وستوي,1.0,,بسيار نادر
وستهم,1.0,,بسيار نادر
وسمه,,1.0,بسيار نادر
وسيم,,1.0,بسيار نادر
وسيمه,,1.0,بسيار نادر
وش,,1.0,بسيار نادر
وشان,,1.0,بسيار نادر
وشمگير,1.0,,بسيار نادر
وشن,,1.0,بسيار نادر
وصال,1.0,1.0,بسيار نادر
وفا,1.0,1.0,معمولي
وفا انديش,1.0,,بسيار نادر
وفادار,1.0,,معمولي
وقار,1.0,,بسيار نادر
ولا,1.0,,بسيار نادر
ولام,1.0,,بسيار نادر
ولان,,1.0,بسيار نادر
ولگا,,1.0,بسيار نادر
ولي,1.0,,معمولي
ولي الله,1.0,,معمولي
وليد,1.0,,بسيار نادر
وليداد,1.0,,بسيار نادر
وناز,,1.0,بسيار نادر
وندا,1.0,1.0,بسيار نادر
ونداد,1.0,,بسيار نادر
ونن,1.0,,بسيار نادر
ونوس,,1.0,معمولي
ونوش,,1.0,بسيار نادر
ونوشه,,1.0,بسيار نادر
ونون,1.0,,بسيار نادر
وه آفريد,,1.0,بسيار نادر
وه آفرين,,1.0,بسيار نادر
وه پناه,1.0,,بسيار نادر
وه نوش,,1.0,بسيار نادر
وه وران,1.0,,بسيار نادر
وهاب,1.0,,بسيار نادر
وهار,,1.0,بسيار نادر
وهامان,1.0,,بسيار نادر
وهان,,1.0,بسيار نادر
وهب,1.0,,بسيار نادر
وهبرز,1.0,,بسيار نادر
وهرام,1.0,,بسيار نادر
وهرام شاپور,1.0,,بسيار نادر
وهرام گشسب,1.0,,بسيار نادر
وهرو,,1.0,بسيار نادر
وهزاد,1.0,,بسيار نادر
وهسود,1.0,,بسيار نادر
وهشاپور,1.0,,بسيار نادر
وهشتيه,,1.0,بسيار نادر
وهمن,1.0,,بسيار نادر
وهمهر,1.0,,بسيار نادر
وهنيا,1.0,,بسيار نادر
وهوگون,,1.0,بسيار نادر
ويارش,1.0,,بسيار نادر
ويان,,1.0,بسيار نادر
ويانا,,1.0,بسيار نادر
ويدا,,1.0,بسيار نادر
ويرا,1.0,1.0,بسيار نادر
ويراب,1.0,,بسيار نادر
ويرو,,1.0,بسيار نادر
ويريا,1.0,,بسيار نادر
ويس,1.0,1.0,معمولي
ويسپار,1.0,,بسيار نادر
ويسپرد,1.0,,بسيار نادر
ويستا,,1.0,بسيار نادر
ويستور,1.0,,بسيار نادر
ويستهم,1.0,,بسيار نادر
ويسه,1.0,,بسيار نادر
ويشتاسب,1.0,,بسيار نادر
ويشكا,,1.0,معمولي
ويكتور,1.0,1.0,بسيار نادر
ويگن,1.0,,معمولي
وينا,,1.0,معمولي
ويناسب,1.0,,بسيار نادر
ويو,1.0,,بسيار نادر
ويوات,,1.0,بسيار نادر
ويوان,1.0,,بسيار نادر
ويوگ,,1.0,بسيار نادر
ويولا,,1.0,بسيار نادر
ويونا,,1.0,بسيار نادر
ويهان,1.0,,بسيار نادر
هَخامنش,1.0,,بسيار نادر
هَردار,1.0,,بسيار نادر
هَژير,1.0,,معمولي
هُرمز,1.0,,بسيار نادر
هُزوارش,1.0,,بسيار نادر
هُژبر,1.0,,بسيار نادر
هُووي,,1.0,بسيار نادر
هابيل,1.0,,معمولي
هاتف,1.0,,معمولي
هاجر,,1.0,معمولي
هادان,1.0,,معمولي
هادي,1.0,,پركاربرد
هارا,,1.0,معمولي
هارپارك,1.0,,بسيار نادر
هارپاك,1.0,,بسيار نادر
هارون,1.0,,بسيار نادر
هاشم,1.0,,معمولي
هاله,,1.0,معمولي
هامان,1.0,,بسيار نادر
هامر,1.0,,معمولي
هامرز,1.0,,بسيار نادر
هامن,1.0,,بسيار نادر
هامون,1.0,,بسيار نادر
هامويه,1.0,,بسيار نادر
هامي,1.0,,بسيار نادر
هامين,1.0,,بسيار نادر
هانه,,1.0,معمولي
هاني,1.0,,معمولي
هانيا,,1.0,معمولي
هانيبال,1.0,,بسيار نادر
هانيه,,1.0,پركاربرد
هاوار,1.0,,بسيار نادر
هاوش,1.0,,بسيار نادر
هاون,1.0,,بسيار نادر
هاوني,1.0,,بسيار نادر
هاووش,1.0,,بسيار نادر
هايده,,1.0,معمولي
هايكا,1.0,,بسيار نادر
هباسپ,1.0,,بسيار نادر
هبيةلله,1.0,,بسيار نادر
هجير,1.0,,بسيار نادر
هدا,,1.0,معمولي
هدايت,1.0,,معمولي
هدايت الله,1.0,,معمولي
هدسه,,1.0,بسيار نادر
هدي,,1.0,معمولي
هديه,,1.0,معمولي
هرانوش,,1.0,بسيار نادر
هرمان,1.0,,بسيار نادر
هرمزد,1.0,,بسيار نادر
هرمزديار,1.0,,بسيار نادر
هرمس,1.0,,بسيار نادر
هرميس,,1.0,بسيار نادر
هرمينا,,1.0,معمولي
هزاره,1.0,,بسيار نادر
هزبر,1.0,,بسيار نادر
هستنوه,,1.0,بسيار نادر
هستي,,1.0,پركاربرد
هستيار,1.0,,بسيار نادر
هشام,1.0,,بسيار نادر
هفال,1.0,,بسيار نادر
هفدن,,1.0,بسيار نادر
هفيان,,1.0,بسيار نادر
هگبه,,1.0,بسيار نادر
هلاكو,1.0,,بسيار نادر
هلاله,,1.0,معمولي
هلبژارده,1.0,,بسيار نادر
هلبژير,1.0,,بسيار نادر
هلبست,1.0,,بسيار نادر
هلپرين,,1.0,بسيار نادر
هلدير,1.0,,بسيار نادر
هلكو,1.0,,بسيار نادر
هلكوت,1.0,,بسيار نادر
هلگر,1.0,,بسيار نادر
هلگورد,1.0,,بسيار نادر
هلما,,1.0,معمولي
هلمت,1.0,,بسيار نادر
هلموت,1.0,,بسيار نادر
هلن,,1.0,معمولي
هلنا,,1.0,معمولي
هلنسا,,1.0,بسيار نادر
هلورين,1.0,,بسيار نادر
هليا,,1.0,پركاربرد
هليله,,1.0,بسيار نادر
هلينا,,1.0,معمولي
هليوس,1.0,,بسيار نادر
هليون,,1.0,بسيار نادر
هما,,1.0,معمولي
هماچهر,,1.0,بسيار نادر
همافر,,1.0,معمولي
همام,1.0,,بسيار نادر
همام الدين,1.0,,بسيار نادر
هماوند,1.0,,معمولي
همايون,1.0,1.0,معمولي
همايون بخت,,1.0,بسيار نادر
همايون چهر,,1.0,بسيار نادر
همت,1.0,,معمولي
همتا,1.0,1.0,بسيار نادر
همدم,,1.0,معمولي
همراز,,1.0,معمولي
همساز,,1.0,معمولي
همگام,,1.0,بسيار نادر
همگون,1.0,,بسيار نادر
همنواد,1.0,,بسيار نادر
هموند,,1.0,بسيار نادر
هميشه بهار,,1.0,بسيار نادر
هميلا,,1.0,معمولي
هنار,,1.0,بسيار نادر
هناو,,1.0,بسيار نادر
هنرمند,1.0,,بسيار نادر
هنگام,1.0,,بسيار نادر
هنگامه,,1.0,معمولي
هني,1.0,,بسيار نادر
هنيا,,1.0,بسيار نادر
هوار,1.0,,بسيار نادر
هوال,1.0,,بسيار نادر
هوآفريد,,1.0,بسيار نادر
هوبَر,1.0,,بسيار نادر
هوبخت,,1.0,بسيار نادر
هوپاد,,1.0,بسيار نادر
هوتَخش,1.0,,بسيار نادر
هوتس,,1.0,بسيار نادر
هوتسا,,1.0,بسيار نادر
هوتك,1.0,,بسيار نادر
هوتن,1.0,,معمولي
هوتوس,,1.0,بسيار نادر
هود,1.0,,معمولي
هوداد,1.0,1.0,معمولي
هودسا,,1.0,بسيار نادر
هوده,,1.0,بسيار نادر
هودين,1.0,,بسيار نادر
هور,1.0,1.0,معمولي
هورا,1.0,,بسيار نادر
هوراد,1.0,,بسيار نادر
هوراز,1.0,,بسيار نادر
هورام,1.0,1.0,بسيار نادر
هورامان,1.0,,بسيار نادر
هوران,1.0,1.0,بسيار نادر
هورآفرين,,1.0,بسيار نادر
هوربانو,,1.0,بسيار نادر
هورتاش,,1.0,بسيار نادر
هورتن,,1.0,بسيار نادر
هورچهر,,1.0,بسيار نادر
هورخش,,1.0,بسيار نادر
هورداد,,1.0,بسيار نادر
هوردخت,,1.0,بسيار نادر
هورديس,,1.0,بسيار نادر
هوررخ,,1.0,بسيار نادر
هورزاد,,1.0,بسيار نادر
هورسان,,1.0,بسيار نادر
هورشاد,,1.0,بسيار نادر
هورشيد,,1.0,بسيار نادر
هورفَر,,1.0,بسيار نادر
هورمز,1.0,,بسيار نادر
هورمزد,1.0,,بسيار نادر
هورمك,1.0,,بسيار نادر
هورمهر,,1.0,بسيار نادر
هورناز,,1.0,بسيار نادر
هوروَش,,1.0,بسيار نادر
هوري,,1.0,بسيار نادر
هوريار,1.0,,بسيار نادر
هوزاد,,1.0,بسيار نادر
هوزان,1.0,1.0,بسيار نادر
هوژين,,1.0,بسيار نادر
هوسكر,1.0,,بسيار نادر
هوشبام,,1.0,بسيار نادر
هوشمند,1.0,,معمولي
هوشنگ,1.0,,معمولي
هوشيار,1.0,,معمولي
هوشيدر,1.0,,معمولي
هوفر,1.0,1.0,بسيار نادر
هوكَرپ,1.0,,بسيار نادر
هوگر,1.0,,بسيار نادر
هوگون,,1.0,بسيار نادر
هولان,1.0,,بسيار نادر
هوم,1.0,,بسيار نادر
هومَت,1.0,,بسيار نادر
هوما,,1.0,بسيار نادر
هومان,1.0,1.0,معمولي
هومن,1.0,,معمولي
هومهر,,1.0,بسيار نادر
هونام,1.0,,بسيار نادر
هونيا,,1.0,بسيار نادر
هونياك,1.0,,بسيار نادر
هووَرشت,,1.0,بسيار نادر
هويار,,1.0,بسيار نادر
هويدا,1.0,1.0,بسيار نادر
هيبت,1.0,,بسيار نادر
هيبت الله,1.0,,بسيار نادر
